loan_id,applicant_age,annual_income,credit_score,loan_amount,term_months,purpose,employment,approved,application_ts,debt_to_income,monthly_payment,income_per_age,log_income,log_loan_amount,age_group,credit_tier,employment_enc,purpose_business,purpose_home,purpose_personal,purpose_unknown,app_hour,app_month,app_weekday,is_weekend
L00011,50,61831.11101881019,619,36269.34421605577,48,business,employed,0,2023-01-03 12:00:00,0.5865872959168071,755.6113378344952,1236.6222203762038,11.032178104276268,10.498755722611175,35-50,fair,2,True,False,False,False,12,1,1,0
L00012,78,89573.95288811185,671,25937.77343581636,24,auto,employed,1,2023-01-03 18:00:00,0.28956825728362817,1080.7405598256817,1148.3840113860492,11.402831016223944,10.1634941720885,65+,good,2,False,False,False,False,18,1,1,0
L00013,63,35262.85843143525,574,45447.23001856592,48,home,unemployed,1,2023-01-04 00:00:00,1.2888129902155567,946.8172920534566,559.7279116100833,10.470613877969457,10.72432915536141,50-65,poor,0,False,True,False,False,0,1,2,0
L00014,65,50094.443081157806,397,21545.748408462703,36,home,employed,0,2023-01-04 06:00:00,0.4301025639422026,598.4930113461862,770.6837397101201,10.82168532647225,9.977980198229265,50-65,poor,2,False,True,False,False,6,1,2,0
L00015,62,70546.75152123488,838,32706.518109022934,60,business,employed,1,2023-01-04 12:00:00,0.4636148001680578,545.1086351503823,1137.8508309876593,11.164045086060604,10.395360242050641,50-65,exceptional,2,True,False,False,False,12,1,2,0
L00016,48,63695.321489332375,763,17775.75923170265,12,auto,employed,1,2023-01-04 18:00:00,0.27907480198023205,1481.3132693085543,1326.9858643610912,11.061882092472594,9.7856472220217,35-50,very_good,2,False,False,False,False,18,1,2,0
L00017,49,47476.87857539801,569,20999.67674331964,24,personal,unemployed,1,2023-01-05 00:00:00,0.4423137614232592,874.9865309716516,968.9158892938369,10.768019167342045,9.952309942058681,35-50,poor,0,False,False,True,False,0,1,3,0
L00018,25,52323.540709679175,813,22562.45530344407,24,business,employed,1,2023-01-05 06:00:00,0.4312104073505543,940.1023043101695,2092.941628387167,10.865220769629794,10.024086854497762,18-25,exceptional,2,True,False,False,False,6,1,3,0
L00019,70,27502.083832600365,474,7164.543897301977,24,home,employed,1,2023-01-05 12:00:00,0.26050912872315823,298.5226623875824,392.8869118942909,10.2220534167348,8.877039247681576,65+,poor,2,False,True,False,False,12,1,3,0
L00020,45,50236.525120506696,452,5494.460273891328,24,business,employed,1,2023-01-05 18:00:00,0.10937182181114818,228.935844745472,1116.3672249001488,10.8245175387923,8.61167762563947,35-50,poor,2,True,False,False,False,18,1,3,0
L00021,49,49672.2501998209,569,33707.00623419114,24,auto,unemployed,0,2023-01-06 00:00:00,0.6785882680690933,1404.4585930912974,1013.7193918330795,10.813221841833744,10.425490661839158,35-50,poor,0,False,False,False,False,0,1,4,0
L00022,40,59643.39779252512,569,33120.36917880956,12,home,self-employed,1,2023-01-06 06:00:00,0.5553065453115485,2760.030764900797,1491.084944813128,10.99615550513603,10.407933947584626,35-50,poor,1,False,True,False,False,6,1,4,0
L00023,29,43893.45562361968,634,33482.57599629467,48,personal,employed,1,2023-01-06 12:00:00,0.762814764082444,697.5536665894723,1513.5674352972303,10.689543295497774,10.418810328824806,25-35,fair,2,False,False,True,False,12,1,4,0
L00024,75,54758.30698423465,572,1968.555821791892,36,business,employed,1,2023-01-06 18:00:00,0.0359499029500429,54.68210616088589,730.1107597897953,10.910702623811614,7.58556332513796,65+,poor,2,True,False,False,False,18,1,4,0
L00025,66,75254.31635639656,569,17000.795290917216,60,auto,employed,1,2023-01-07 00:00:00,0.22591123159505203,283.3465881819536,1140.216914490857,11.228641829370021,9.741074222810573,65+,poor,2,False,False,False,False,0,1,5,1
L00026,48,58108.58655336932,662,10692.68251570065,48,personal,unemployed,1,2023-01-07 06:00:00,0.18401209098211413,222.76421907709687,1210.5955531951943,10.970085930147425,9.277408426990611,35-50,fair,0,False,False,True,False,6,1,5,1
L00027,42,62035.12816798407,845,39129.41970465661,12,auto,employed,1,2023-01-07 12:00:00,0.6307622932397043,3260.784975388051,1477.0268611424779,11.035472206703131,10.574655441051782,35-50,exceptional,2,False,False,False,False,12,1,5,1
L00028,69,56063.10695155735,569,43170.889668410375,12,personal,employed,1,2023-01-07 18:00:00,0.770040977317101,3597.5741390341977,812.5087963993818,10.93425108196329,10.672944860313564,65+,poor,2,False,False,True,False,18,1,5,1
L00029,51,55001.687861828286,347,13087.33848408122,36,personal,unemployed,1,2023-01-08 00:00:00,0.2379443066721587,363.5371801133672,1078.464467878986,10.915137333235558,9.479476920678128,50-65,poor,0,False,False,True,False,0,1,6,1
L00030,45,40568.839329143055,516,33724.60878355133,36,personal,employed,1,2023-01-08 06:00:00,0.8312934099478884,936.7946884319814,901.5297628698456,10.610780195856025,10.426012732315591,35-50,poor,2,False,False,True,False,6,1,6,1
L00031,45,61329.88523346616,740,7338.777369455448,24,personal,unemployed,1,2023-01-08 12:00:00,0.11966070605739311,305.782390393977,1362.8863385214702,11.024038832454654,8.901063790011703,35-50,good,0,False,False,True,False,12,1,6,1
L00032,32,54758.30698423465,787,14482.473754483954,48,home,employed,0,2023-01-08 18:00:00,0.26447994016056,301.7182032184157,1711.1970932573329,10.910702623811614,9.580763537339806,25-35,very_good,2,False,True,False,False,18,1,6,1
L00033,48,96863.36617861188,389,7794.070315437557,36,personal,employed,1,2023-01-09 00:00:00,0.0804645824621212,216.5019532065988,2017.9867953877474,11.481066992151803,8.961246802033303,35-50,poor,2,False,False,True,False,0,1,0,0
L00034,52,86467.09804950484,491,14892.517563362231,48,personal,employed,0,2023-01-09 06:00:00,0.1722333453915135,310.2607825700465,1662.828808644324,11.36753081621708,9.60868133440465,50-65,poor,2,False,False,True,False,6,1,0,0
L00035,73,62716.931051130014,628,34062.090820114616,12,personal,employed,0,2023-01-09 12:00:00,0.5431083799739097,2838.5075683428845,859.1360417963016,11.046402667412762,10.435969696432851,65+,fair,2,False,False,True,False,12,1,0,0
L00036,21,39738.85580610465,779,45606.01859907737,60,home,self-employed,0,2023-01-09 18:00:00,1.1476429724499368,760.1003099846228,1892.3264669573643,10.590109887667031,10.727816900304958,18-25,very_good,1,False,True,False,False,18,1,0,0
L00037,71,32751.770560331643,367,10923.597988285112,24,auto,employed,1,2023-01-10 00:00:00,0.3335269453040068,455.14991617854633,461.2925431032626,10.396742834747286,9.298772221875776,65+,poor,2,False,False,False,False,0,1,1,0
L00038,69,78822.8590617773,660,27561.87271258524,36,auto,self-employed,0,2023-01-10 06:00:00,0.3496685230737908,765.60757534959,1142.360276257642,11.274971009989159,10.224224954549847,65+,fair,1,False,False,False,False,6,1,1,0
L00039,35,60254.98450294277,477,35368.163960928185,36,home,employed,0,2023-01-10 12:00:00,0.5869749075979076,982.4489989146718,1721.5709857983647,11.00635717426989,10.473595644965918,25-35,poor,2,False,True,False,False,12,1,1,0
L00040,57,64602.86806783222,429,47693.20095579272,60,home,employed,0,2023-01-10 18:00:00,0.738252068092634,794.8866825965454,1133.383650312846,11.076029565189149,10.772565096231984,50-65,poor,2,False,True,False,False,18,1,1,0
L00041,28,20108.28026051615,609,30892.96366147152,24,auto,employed,1,2023-01-11 00:00:00,1.5363304698976055,1287.20681922798,718.1528664470053,9.908936691997729,10.338316093040952,25-35,fair,2,False,False,False,False,0,1,2,0
L00042,65,73548.76963116361,548,13500.239620341654,24,personal,employed,1,2023-01-11 06:00:00,0.18355493488257374,562.5099841809023,1131.5195327871324,11.205717593885502,9.510536783939992,50-65,poor,2,False,False,True,False,6,1,2,0
L00043,61,64088.40676428726,681,31648.42968878288,24,home,employed,0,2023-01-11 12:00:00,0.4938245665114382,1318.6845703659533,1050.6296190866765,11.068034368164081,10.362475408098215,50-65,good,2,False,True,False,False,12,1,2,0
L00044,48,54758.30698423465,490,16704.06692222279,24,business,employed,0,2023-01-11 18:00:00,0.3050508286721141,696.0027884259497,1140.7980621715553,10.910702623811614,9.723467360902125,35-50,poor,2,True,False,False,False,18,1,2,0
L00045,22,45569.50385100102,793,48830.29114389368,12,personal,employed,1,2023-01-12 00:00:00,1.0715563483761965,4069.1909286578066,2071.34108413641,10.727015940834965,10.796126598317718,18-25,very_good,2,False,False,True,False,0,1,3,0
L00046,78,60274.34408713039,346,20584.130623018205,12,business,employed,0,2023-01-12 06:00:00,0.34150733508211284,1715.3442185848505,772.7480011170563,11.006678411654072,9.932324279727627,65+,poor,2,True,False,False,False,6,1,3,0
L00047,45,56049.33596712487,817,34585.9583172897,24,personal,unemployed,1,2023-01-12 12:00:00,0.6170627665879167,1441.0815965537374,1245.5407992694415,10.934005422543445,10.451231962744924,35-50,exceptional,0,False,False,True,False,12,1,3,0
L00048,73,49156.5762839289,317,2138.1515349911656,36,personal,employed,1,2023-01-12 18:00:00,0.04349675458765028,59.39309819419904,673.3777573140945,10.802786259859369,7.668164550421236,65+,poor,2,False,False,True,False,18,1,3,0
L00049,60,52930.234638680784,741,20603.01086060301,24,personal,employed,1,2023-01-13 00:00:00,0.3892484324176144,858.4587858584588,882.1705773113464,10.8767488904572,9.933241037796723,50-65,very_good,2,False,False,True,False,0,1,4,0
L00050,66,49960.452435862295,507,43880.27305280307,24,business,employed,0,2023-01-13 06:00:00,0.8783001536892652,1828.3447105334615,756.9765520585196,10.819007035791758,10.689242926110598,65+,poor,2,True,False,False,False,6,1,4,0
L00051,65,58051.25024204937,530,30901.144777229045,48,personal,employed,1,2023-01-13 12:00:00,0.5323079976466352,643.7738495256051,893.0961575699903,10.969098750234332,10.338580870743368,50-65,poor,2,False,False,True,False,12,1,4,0
L00052,30,84429.83945986314,311,22753.20143340284,24,personal,employed,0,2023-01-13 18:00:00,0.26949241617614844,948.0500597251183,2814.327981995438,11.343688010286902,10.032505085719475,25-35,poor,2,False,False,True,False,18,1,4,0
L00053,40,3666.831181374048,721,46860.93747235057,60,personal,employed,1,2023-01-14 00:00:00,12.779682279998141,781.0156245391761,91.6707795343512,8.207355807610002,10.754961057181255,35-50,good,2,False,False,True,False,0,1,5,1
L00054,46,50262.99470980631,399,42845.23443121422,48,personal,employed,1,2023-01-14 06:00:00,0.8524210441216531,892.6090506502964,1092.6737980392677,10.825044288834613,10.665373042246447,35-50,poor,2,False,False,True,False,6,1,5,1
L00055,48,58530.24842744894,695,16788.568017323974,12,home,employed,1,2023-01-14 12:00:00,0.28683575532972855,1399.0473347769978,1219.380175571853,10.977316051759637,9.728513021171452,35-50,good,2,False,True,False,False,12,1,5,1
L00056,20,60919.87979374199,735,27682.87170002564,24,personal,employed,1,2023-01-14 18:00:00,0.45441441765401136,1153.4529875010683,3045.993989687099,11.017331248693097,10.228605273506052,18-25,good,2,False,False,True,False,18,1,5,1
L00057,51,47561.708373574205,807,25001.388548530675,12,personal,employed,0,2023-01-15 00:00:00,0.5256621219775552,2083.4490457108895,932.582517128906,10.769804295641997,10.126726641227725,50-65,exceptional,2,False,False,True,False,0,1,6,1
L00058,27,19865.564350428347,569,31977.922505628256,24,business,self-employed,1,2023-01-15 06:00:00,1.6097162880217264,1332.4134377345106,735.7616426084574,9.896793414225845,10.372832293063242,25-35,poor,1,True,False,False,False,6,1,6,1
L00059,64,61559.90967428219,480,17371.452080979023,24,personal,employed,1,2023-01-15 12:00:00,0.28218774479840203,723.8105033741259,961.8735886606593,11.02778236487876,9.762641016858533,50-65,poor,2,False,False,True,False,12,1,6,1
L00060,60,89547.0042832837,743,12966.045037528524,12,personal,self-employed,0,2023-01-15 18:00:00,0.14479596655752086,1080.503753127377,1492.4500713880618,11.402530121180037,9.470166420784814,50-65,very_good,1,False,False,True,False,18,1,6,1
L00061,75,24322.771901677246,795,45720.91992752127,12,unknown,employed,1,2023-01-16 00:00:00,1.8797577888056602,3810.076660626772,324.3036253556966,10.099209418695507,10.73033311019244,65+,very_good,2,False,False,False,True,0,1,0,0
L00062,64,72276.56027396377,490,46269.85047542681,36,personal,employed,1,2023-01-16 06:00:00,0.6401778156021991,1285.2736243174113,1129.321254280684,11.188268990317507,10.742267462441584,50-65,poor,2,False,False,True,False,6,1,0,0
L00063,40,48429.49553754212,374,42322.82140233697,48,home,employed,1,2023-01-16 12:00:00,0.8739058900485283,881.7254458820203,1210.737388438553,10.787884967381725,10.653105360242371,35-50,poor,2,False,True,False,False,12,1,0,0
L00064,48,53773.51308342305,834,48932.01710746351,24,home,employed,1,2023-01-16 18:00:00,0.9099650422978958,2038.8340461443129,1120.2815225713136,10.892554899393366,10.798207644092026,35-50,exceptional,2,False,True,False,False,18,1,0,0
L00065,43,33942.02978592102,388,37504.58476320474,60,home,self-employed,1,2023-01-17 00:00:00,1.1049599861809516,625.0764127200789,789.34952990514,10.43243880368793,10.532245127888768,35-50,poor,1,False,True,False,False,0,1,1,0
L00066,38,48310.876552882466,656,38468.69419953798,24,home,employed,1,2023-01-17 06:00:00,0.79627398516417,1602.8622583140825,1271.3388566548017,10.785432700778363,10.557626046651528,35-50,fair,2,False,True,False,False,6,1,1,0
L00067,74,81000.89189397918,441,38366.91450616939,60,auto,employed,0,2023-01-17 12:00:00,0.47366039569523827,639.4485751028232,1094.6066472159348,11.302227790097604,10.554976829566037,65+,poor,2,False,False,False,False,12,1,1,0
L00068,40,66653.10483975415,375,24549.77391617302,24,business,self-employed,1,2023-01-17 18:00:00,0.36832153543627144,1022.9072465072092,1666.3276209938535,11.107271911703702,10.10849865680616,35-50,poor,1,True,False,False,False,18,1,1,0
L00069,22,89646.23210819888,765,23366.15753119931,36,personal,employed,0,2023-01-18 00:00:00,0.2606485178651729,649.0599314222031,4074.828732190858,11.403637604136117,10.059086791175266,18-25,very_good,2,False,False,True,False,0,1,2,0
L00070,47,78548.23777955388,386,12771.087531301157,48,home,employed,1,2023-01-18 06:00:00,0.16258910310812183,266.0643235687741,1671.2391016926356,11.271480940002744,9.455017407185847,35-50,poor,2,False,True,False,False,6,1,2,0
L00071,67,63781.73357859153,702,32596.14052360523,12,personal,employed,1,2023-01-18 12:00:00,0.5110576131243035,2716.3450436337694,951.9661728147989,11.063237799140614,10.391979849507862,65+,good,2,False,False,True,False,12,1,2,0
L00072,29,89878.69052335584,715,15176.686669014392,60,home,unemployed,1,2023-01-18 18:00:00,0.1688574519793497,252.94477781690654,3099.265190460546,11.406227283072997,9.627581645991015,25-35,good,0,False,True,False,False,18,1,2,0
L00073,46,63779.863174765975,336,13632.612075415367,24,business,employed,0,2023-01-19 00:00:00,0.21374476828305597,568.025503142307,1386.5187646688255,11.063208474100033,9.520293498783264,35-50,poor,2,True,False,False,False,0,1,3,0
L00074,26,71559.76353594118,403,29712.107330706684,36,home,unemployed,0,2023-01-19 06:00:00,0.4152068964814795,825.3363147418523,2752.2985975361994,11.178302207436348,10.299343551702098,25-35,poor,0,False,True,False,False,6,1,3,0
L00075,60,49068.580929305834,776,21089.137023027117,48,personal,employed,1,2023-01-19 12:00:00,0.42978901414350446,439.35702131306493,817.8096821550972,10.80099458878471,9.956560770513219,50-65,very_good,2,False,False,True,False,12,1,3,0
L00076,47,56330.9163171841,604,11723.97383093698,48,auto,employed,0,2023-01-19 18:00:00,0.20812680846380105,244.2494548111871,1198.5301344081722,10.939016550787903,9.36947636140896,35-50,fair,2,False,False,False,False,18,1,3,0
L00077,38,41051.52353399446,372,40986.74482088872,12,personal,employed,0,2023-01-20 00:00:00,0.9984220143972952,3415.5620684073933,1080.3032508945912,10.622607587631633,10.621028394197308,35-50,poor,2,False,False,True,False,0,1,4,0
L00078,32,74791.67869189706,569,43167.92604542442,60,auto,employed,1,2023-01-20 06:00:00,0.5771755200635875,719.465434090407,2337.239959121783,11.222475280721586,10.67287621090453,25-35,poor,2,False,False,False,False,6,1,4,0
L00079,52,31433.92753770269,458,9217.276464211269,48,business,employed,1,2023-01-20 12:00:00,0.2932270061752806,192.02659300440143,604.4986064942825,10.35567489566746,9.12894336460889,50-65,poor,2,True,False,False,False,12,1,4,0
L00080,59,70647.00684835322,302,1367.8446071999936,60,home,employed,1,2023-01-20 18:00:00,0.01936167812652176,22.797410119999892,1197.4068957348004,11.165465176084899,7.221722310591694,50-65,poor,2,False,True,False,False,18,1,4,0
L00081,76,51186.97884989681,569,17470.368457939312,36,business,employed,1,2023-01-21 00:00:00,0.34130493438908105,485.28801272053647,673.5128796039054,10.843259995372609,9.768318731940075,65+,poor,2,True,False,False,False,0,1,5,1
L00082,45,78424.94186934638,309,40078.03094835687,48,personal,employed,1,2023-01-21 06:00:00,0.5110367950941638,834.9589780907681,1742.7764859854751,11.269910042796726,10.598608557531248,35-50,poor,2,False,False,True,False,6,1,5,1
L00083,27,70017.3797746252,632,42119.5194454819,36,business,self-employed,0,2023-01-21 12:00:00,0.6015580643128596,1169.9866512633862,2593.236287949081,11.156513054775427,10.648290298685682,25-35,fair,1,True,False,False,False,12,1,5,1
L00084,69,91412.92315293604,569,7778.124435686412,60,business,employed,1,2023-01-21 18:00:00,0.08508779904864677,129.6354072614402,1324.824973230957,11.423153077929902,8.959199070439087,65+,poor,2,True,False,False,False,18,1,5,1
L00085,57,69615.4938227729,646,38942.459157969504,60,unknown,unemployed,1,2023-01-22 00:00:00,0.5593935634085884,649.0409859661584,1221.3244530311035,11.15075679845939,10.569866108005154,50-65,fair,0,False,False,False,True,0,1,6,1
L00086,61,23559.194886935187,650,6669.504198162043,60,home,employed,1,2023-01-22 06:00:00,0.2830955909219391,111.15840330270072,386.21630962188834,10.067313909672533,8.805450727981086,50-65,fair,2,False,True,False,False,6,1,6,1
L00087,24,53660.93654203598,532,20113.06691766993,36,auto,self-employed,1,2023-01-22 12:00:00,0.374817664650972,558.6963032686092,2235.872355918166,10.89045921244575,9.909174695918944,18-25,poor,1,False,False,False,False,12,1,6,1
L00088,37,31559.85614810368,376,49931.866235583875,48,auto,employed,1,2023-01-22 18:00:00,1.5821322505801123,1040.2472132413307,852.9690850838833,10.359672902225059,10.818434706925835,35-50,poor,2,False,False,False,False,18,1,6,1
L00089,65,44634.40315267451,643,10436.95033831458,24,auto,employed,1,2023-01-23 00:00:00,0.23383196819310878,434.8729307631075,686.6831254257617,10.70628261578225,9.253203514414169,50-65,fair,2,False,False,False,False,0,1,0,0
L00090,69,85224.56866553443,838,8544.215546303696,36,personal,employed,1,2023-01-23 06:00:00,0.10025530994278944,237.33932073065822,1235.1386763120931,11.353056769504047,9.05312682007692,65+,exceptional,2,False,False,True,False,6,1,0,0
L00091,44,67750.67621795392,354,21717.21629479288,48,unknown,employed,1,2023-01-23 12:00:00,0.32054611860889176,452.44200614151833,1539.7880958625892,11.123604479660301,9.985906647968108,35-50,poor,2,False,False,False,True,12,1,0,0
L00092,67,41021.39142842507,828,31363.75777252321,12,unknown,employed,0,2023-01-23 18:00:00,0.764570792954386,2613.646481043601,612.2595735585832,10.62187332901103,10.353440177641886,65+,exceptional,2,False,False,False,True,18,1,0,0
L00093,70,34725.65267119202,549,46712.13833824941,48,personal,employed,0,2023-01-24 00:00:00,1.3451766848143716,973.1695487135294,496.08075244560035,10.455262759612909,10.75178073895591,65+,poor,2,False,False,True,False,0,1,1,0
L00094,42,55655.64185752522,621,49060.23613111867,12,personal,self-employed,1,2023-01-24 06:00:00,0.8814961878745311,4088.3530109265557,1325.1343299410767,10.926956700121519,10.800824513808118,35-50,fair,1,False,False,True,False,6,1,1,0
L00095,73,54758.30698423465,399,4412.391192978337,36,business,self-employed,0,2023-01-24 12:00:00,0.08057939399493669,122.56642202717603,750.1137943045843,10.910702623811614,8.392398650928417,65+,poor,1,True,False,False,False,12,1,1,0
L00096,35,41577.194452068376,569,7761.878350047361,36,business,employed,1,2023-01-24 18:00:00,0.18668595734605234,215.60773194576004,1187.9198414876678,10.635331136998,8.957108465800784,25-35,poor,2,True,False,False,False,18,1,1,0
L00097,32,61240.189431024875,409,39746.1607209037,36,home,employed,1,2023-01-25 00:00:00,0.6490208650590475,1104.0600200251029,1913.7559197195274,11.022575272036057,10.59029368912641,25-35,poor,2,False,True,False,False,0,1,2,0
L00098,60,78106.24072213392,463,14260.975461272164,36,personal,employed,1,2023-01-25 06:00:00,0.18258432782607162,396.1382072575601,1301.770678702232,11.265838042441192,9.56535221601968,50-65,poor,2,False,False,True,False,6,1,2,0
L00099,57,67175.2294444888,732,44357.60391581167,36,business,self-employed,0,2023-01-25 12:00:00,0.6603267943054397,1232.155664328102,1178.5127972717332,11.115074735429925,10.70006196927861,50-65,good,1,True,False,False,False,12,1,2,0
L00100,26,9174.209828038,330,33509.20960422525,36,auto,employed,1,2023-01-25 18:00:00,3.6525444950926684,930.8113778951459,352.8542241553077,9.124260542202194,10.419605435687181,25-35,poor,2,False,False,False,False,18,1,2,0
L00101,69,61087.334580605195,568,6480.395316653182,36,auto,employed,1,2023-01-26 00:00:00,0.10608410665065525,180.01098101814395,885.3236895739883,11.020076203537146,8.776691092810875,65+,poor,2,False,False,False,False,0,1,3,0
L00102,30,56440.67146465156,656,41793.93496127635,36,unknown,employed,0,2023-01-26 06:00:00,0.7404932272545982,1160.9426378132318,1881.3557154883854,10.940963020422844,10.640530437995578,25-35,fair,2,False,False,False,True,6,1,3,0
L00103,67,63277.80570745386,379,9641.462620395716,48,unknown,employed,0,2023-01-26 12:00:00,0.15236720857499633,200.8638045915774,944.4448613052815,11.055305729119533,9.173931813527886,65+,poor,2,False,False,False,True,12,1,3,0
L00104,18,87324.19363302414,476,21751.274339303036,36,business,employed,0,2023-01-26 18:00:00,0.24908646085770633,604.2020649806399,4851.344090723564,11.37739428705619,9.987473598374326,,poor,2,True,False,False,False,18,1,3,0
L00105,67,13735.234463905144,506,28057.06149940717,48,business,employed,0,2023-01-27 00:00:00,2.0427071393020912,584.5221145709827,205.00349946127082,9.527792471731658,10.242031267143417,65+,poor,2,True,False,False,False,0,1,4,0
L00106,66,43177.93149617789,698,25537.541304933635,60,auto,employed,0,2023-01-27 06:00:00,0.5914489281913429,425.6256884155606,654.2110832754225,10.67310795842168,10.147944013818167,65+,good,2,False,False,False,False,6,1,4,0
L00107,66,66818.1264558671,569,34621.98286514237,60,auto,self-employed,1,2023-01-27 12:00:00,0.5181525538284876,577.0330477523728,1012.3958553919257,11.109744642731416,10.452272985190271,65+,poor,1,False,False,False,False,12,1,4,0
L00108,59,23368.112010921155,801,32981.650008593504,12,personal,employed,1,2023-01-27 18:00:00,1.4113955801469726,2748.4708340494585,396.06969510035856,10.05917042984571,10.40373694487443,50-65,exceptional,2,False,False,True,False,18,1,4,0
L00109,47,84518.98096107018,413,49610.05827087469,48,personal,self-employed,0,2023-01-28 00:00:00,0.5869694322713771,1033.5428806432226,1798.2761906610676,11.344743246470504,10.811969036873153,35-50,poor,1,False,False,True,False,0,1,5,1
L00110,61,62367.132254013166,310,49971.6735519852,24,personal,employed,0,2023-01-28 06:00:00,0.8012501416364171,2082.15306466605,1022.4120041641503,11.040809722847836,10.819231606048598,50-65,poor,2,False,False,True,False,6,1,5,1
L00111,35,71931.67971686808,331,26306.510729146405,12,personal,employed,0,2023-01-28 12:00:00,0.36571522912702803,2192.209227428867,2055.1908490533738,11.183485956676966,10.177609756450916,25-35,poor,2,False,False,True,False,12,1,5,1
L00112,66,43581.12676956411,657,5664.755261082335,48,auto,employed,1,2023-01-28 18:00:00,0.12998184491729223,118.01573460588197,660.3201025691532,10.68240240881231,8.642195485155113,65+,fair,2,False,False,False,False,18,1,5,1
L00113,52,71275.2737993242,393,36664.3216494672,12,personal,employed,0,2023-01-29 00:00:00,0.5144045009591367,3055.3601374556,1370.6783422946962,11.174318785235688,10.509586673146375,50-65,poor,2,False,False,True,False,0,1,6,1
L00114,46,76369.43111978077,569,48856.53983261287,60,auto,employed,1,2023-01-29 06:00:00,0.6397394758117864,814.2756638768811,1660.2050243430601,11.243350873012243,10.796663992185337,35-50,poor,2,False,False,False,False,6,1,6,1
L00115,49,59657.560402743366,808,16597.992993821998,48,auto,unemployed,0,2023-01-29 12:00:00,0.2782211153417989,345.79152070462493,1217.5012327090483,10.99639292775319,9.717097309481789,35-50,exceptional,0,False,False,False,False,12,1,6,1
L00116,53,59688.01785397392,824,23599.235406041116,60,home,employed,0,2023-01-29 18:00:00,0.39537642988541494,393.32059010068525,1126.1890161127155,10.996903326913971,10.069011965796204,50-65,exceptional,2,False,True,False,False,18,1,6,1
L00117,20,60406.86478563452,803,21814.069315957346,48,home,employed,1,2023-01-30 00:00:00,0.3611190448861864,454.45977741577803,3020.343239281726,11.008874587128792,9.990356262997418,18-25,exceptional,2,False,True,False,False,0,1,0,0
L00118,26,37733.09470521237,452,3519.5385732895384,60,business,unemployed,0,2023-01-30 06:00:00,0.09327458033288102,58.6589762214923,1451.2728732773987,10.538319333579517,8.166369260663696,25-35,poor,0,True,False,False,False,6,1,0,0
L00119,33,52049.42639519294,671,33940.957129948794,12,auto,employed,0,2023-01-30 12:00:00,0.652090896684376,2828.4130941623994,1577.255345308877,10.859968266040164,10.432407201531959,25-35,good,2,False,False,False,False,12,1,0,0
L00120,25,51949.549350952824,666,18313.54705835492,60,home,self-employed,0,2023-01-30 18:00:00,0.3525256193202959,305.22578430591534,2077.981974038113,10.858047571080757,9.815450944268555,18-25,fair,1,False,True,False,False,18,1,0,0
